kind,start_day,strength,peak_infectious,peak_day,cumulative_deaths,cumulative_infections,attack_rate,vaccinated
isolation,100.0,0.075,70939.02103089592,111.0,7254.545104373519,725454.5104373527,0.7254545104373527,0.0
isolation,100.0,0.1,65884.38635387855,100.0,6689.62778903867,668962.7789038669,0.6689627789038669,0.0
isolation,100.0,0.125,65884.40254770502,100.0,6167.92929656055,616792.9296560537,0.6167929296560537,0.0
isolation,100.0,0.15,65884.38540879785,100.0,5704.352348892532,570435.2348892525,0.5704352348892524,0.0
isolation,100.0,0.175,65884.24294786844,100.0,5304.411150124865,530441.1150124876,0.5304411150124876,0.0
isolation,100.0,0.2,65884.39657286365,100.0,4966.114985972469,496611.498597247,0.496611498597247,0.0
isolation,100.0,0.225,65884.43918186406,100.0,4682.979414182889,468297.94141828764,0.4682979414182876,0.0
isolation,100.0,0.25,65884.42708426749,100.0,4446.796124450898,444679.61244509084,0.44467961244509085,0.0
isolation,100.0,0.275,65884.40610753957,100.0,4249.420863768903,424942.08637689,0.42494208637689,0.0
isolation,100.0,0.3,65884.43735101781,100.0,4083.6413371922035,408364.13371922035,0.40836413371922037,0.0
isolation,110.0,0.0,134503.70805828852,120.0,8941.076039269194,894107.603926919,0.894107603926919,0.0
isolation,110.0,0.025,117340.59558391127,116.0,8520.64422668257,852064.4226682546,0.8520644226682546,0.0
isolation,110.0,0.05,111858.61513743561,110.0,8107.54833507247,810754.8335072465,0.8107548335072464,0.0
isolation,110.0,0.075,111858.627631694,110.0,7722.942227678853,772294.2227678857,0.7722942227678856,0.0
isolation,110.0,0.1,111858.58924728789,110.0,7378.1323869110565,737813.2386911052,0.7378132386911052,0.0
isolation,110.0,0.125,111858.56942738843,110.0,7076.62697548654,707662.697548654,0.7076626975486541,0.0
isolation,110.0,0.15,111858.30886613332,110.0,6816.854478005832,681685.4478005812,0.6816854478005813,0.0
isolation,110.0,0.175,111858.60430584694,110.0,6594.623187999938,659462.3187999935,0.6594623187999935,0.0
isolation,110.0,0.2,111858.61734039785,110.0,6404.814208917954,640481.4208917953,0.6404814208917953,0.0
isolation,110.0,0.225,111858.60090809812,110.0,6242.381025828666,624238.1025828649,0.6242381025828649,0.0
isolation,110.0,0.25,111858.43462553014,110.0,6102.7983403860135,610279.8340385992,0.6102798340385992,0.0
isolation,110.0,0.275,111858.62672918523,110.0,5982.207427258285,598220.7427258303,0.5982207427258303,0.0
isolation,110.0,0.3,111858.58220972907,110.0,5877.396319775365,587739.6319775385,0.5877396319775384,0.0
isolation,120.0,0.0,134503.70805828852,120.0,8941.076039269194,894107.603926919,0.894107603926919,0.0
isolation,120.0,0.025,134503.3969385031,120.0,8657.371889159913,865737.188915995,0.8657371889159949,0.0
isolation,120.0,0.05,134503.70774230084,120.0,8410.165623573692,841016.5623573688,0.8410165623573688,0.0
isolation,120.0,0.075,134503.6992976857,120.0,8200.190889824886,820019.0889824877,0.8200190889824877,0.0
isolation,120.0,0.1,134503.6864193023,120.0,8023.714525080145,802371.4525080143,0.8023714525080142,0.0
isolation,120.0,0.125,134503.69057139344,120.0,7875.624952792092,787562.4952792086,0.7875624952792086,0.0
isolation,120.0,0.15,134503.452828999,120.0,7750.9142890654575,775091.428906545,0.775091428906545,0.0
isolation,120.0,0.175,134503.64420378392,120.0,7645.240721259798,764524.0721259814,0.7645240721259814,0.0
isolation,120.0,0.2,134503.70799312837,120.0,7555.029090298888,755502.909029887,0.755502909029887,0.0
isolation,120.0,0.225,134503.58283275482,120.0,7477.410378619354,747741.0378619338,0.7477410378619338,0.0
isolation,120.0,0.25,134503.55778029768,120.0,7410.11044325336,741011.0443253367,0.7410110443253367,0.0
isolation,120.0,0.275,134503.67927527937,120.0,7351.322355142904,735132.2355142896,0.7351322355142896,0.0
isolation,120.0,0.3,134503.56010819878,120.0,7299.6079916199415,729960.7991619945,0.7299607991619945,0.0
isolation,130.0,0.0,134503.70805828852,120.0,8941.076039269194,894107.603926919,0.894107603926919,0.0
isolation,130.0,0.025,134503.70805828852,120.0,8777.411263492122,877741.1263492125,0.8777411263492125,0.0
isolation,130.0,0.05,134503.70805828852,120.0,8649.012729676842,864901.2729676845,0.8649012729676846,0.0
isolation,130.0,0.075,134503.70805828852,120.0,8547.413450373451,854741.3450373464,0.8547413450373463,0.0
isolation,130.0,0.1,134503.70805828852,120.0,8465.893063260119,846589.3063260115,0.8465893063260116,0.0
isolation,130.0,0.125,134503.70805828852,120.0,8399.484146087703,839948.4146087723,0.8399484146087722,0.0
isolation,130.0,0.15,134503.70805828852,120.0,8344.58424868048,834458.4248680477,0.8344584248680477,0.0
isolation,130.0,0.175,134503.70805828852,120.0,8298.575991815369,829857.5991815381,0.8298575991815381,0.0
isolation,130.0,0.2,134503.70805828852,120.0,8259.542182399437,825954.2182399443,0.8259542182399443,0.0
isolation,130.0,0.225,134503.70805828852,120.0,8226.057665905291,822605.7665905294,0.8226057665905293,0.0
isolation,130.0,0.25,134503.70805828852,120.0,8197.047615469874,819704.761546988,0.819704761546988,0.0
isolation,130.0,0.275,134503.70805828852,120.0,8171.69390542207,817169.3905422065,0.8171693905422065,0.0
isolation,130.0,0.3,134503.70805828852,120.0,8149.3582935848135,814935.829358481,0.814935829358481,0.0
isolation,140.0,0.0,134503.70805828852,120.0,8941.076039269194,894107.603926919,0.894107603926919,0.0
isolation,140.0,0.025,134503.70805828852,120.0,8856.54380893484,885654.3808934828,0.8856543808934828,0.0
isolation,140.0,0.05,134503.70805828852,120.0,8794.735329519315,879473.5329519336,0.8794735329519335,0.0
isolation,140.0,0.075,134503.70805828852,120.0,8747.959776951455,874795.9776951424,0.8747959776951424,0.0
isolation,140.0,0.1,134503.70805828852,120.0,8711.499279345382,871149.9279345351,0.871149927934535,0.0
isolation,140.0,0.125,134503.70805828852,120.0,8682.361374675407,868236.1374675408,0.8682361374675408,0.0
isolation,140.0,0.15,134503.70805828852,120.0,8658.584068388069,865858.4068388073,0.8658584068388073,0.0
isolation,140.0,0.175,134503.70805828852,120.0,8638.835721977428,863883.5721977423,0.8638835721977423,0.0
isolation,140.0,0.2,134503.70805828852,120.0,8622.186625528464,862218.6625528472,0.8622186625528472,0.0
isolation,140.0,0.225,134503.70805828852,120.0,8607.967781738851,860796.7781738853,0.8607967781738853,0.0
isolation,140.0,0.25,134503.70805828852,120.0,8595.688469625295,859568.8469625292,0.8595688469625292,0.0
isolation,140.0,0.275,134503.70805828852,120.0,8584.980798407682,858498.0798407709,0.858498079840771,0.0
isolation,140.0,0.3,134503.70805828852,120.0,8575.562916392177,857556.291639218,0.857556291639218,0.0
isolation,150.0,0.0,134503.70805828852,120.0,8941.076039269194,894107.603926919,0.894107603926919,0.0
isolation,150.0,0.025,134503.70805828852,120.0,8900.168294694262,890016.8294694262,0.8900168294694262,0.0
isolation,150.0,0.05,134503.70805828852,120.0,8871.41690036152,887141.6900361517,0.8871416900361516,0.0
isolation,150.0,0.075,134503.70805828852,120.0,8850.184096692434,885018.4096692429,0.885018409669243,0.0
isolation,150.0,0.1,134503.70805828852,120.0,8833.893753761178,883389.3753761195,0.8833893753761195,0.0
isolation,150.0,0.125,134503.70805828852,120.0,8821.015617118168,882101.561711815,0.882101561711815,0.0
isolation,150.0,0.15,134503.70805828852,120.0,8810.586618518852,881058.6618518839,0.8810586618518839,0.0
isolation,150.0,0.175,134503.70805828852,120.0,8801.973621907962,880197.3621907975,0.8801973621907975,0.0
isolation,150.0,0.2,134503.70805828852,120.0,8794.742134738015,879474.213473801,0.8794742134738011,0.0
isolation,150.0,0.225,134503.70805828852,120.0,8788.58595827204,878858.595827203,0.878858595827203,0.0
isolation,150.0,0.25,134503.70805828852,120.0,8783.282968368032,878328.2968368039,0.8783282968368039,0.0
isolation,150.0,0.275,134503.70805828852,120.0,8778.667718591983,877866.7718591967,0.8778667718591967,0.0
isolation,150.0,0.3,134503.70805828852,120.0,8774.61488804689,877461.4888046869,0.8774614888046869,0.0
